emp_no,first_name,last_name,title,salary,from_date
11906,Hideo,Boguraev,Engineer,81324,1999-02-07
11911,Ashish,Mondadori,Senior Engineer,40000,1995-06-05
11915,Miomir,Mawatari,Senior Engineer,58042,2001-06-28
11917,Jiakeng,VanScheik,Engineer,40000,1997-03-08
11926,Leni,Felcyn,Engineer,41612,1998-09-18
11931,Gunilla,Chiodo,Senior Staff,73369,2000-01-13
11933,Basil,Erman,Senior Engineer,56130,1992-06-12
11938,Aruna,Verspoor,Staff,40000,1994-07-15
11940,Ult,Anido,Assistant Engineer,60193,1996-11-02
11944,Along,Aumann,Senior Engineer,52061,1994-12-01
11945,Limsoon,Marakhovsky,Staff,53056,1994-01-21
11948,Yahiko,Nergos,Senior Engineer,49929,2002-05-10
11949,Martijn,Harbusch,Technique Leader,40000,1985-03-11
11951,Bernt,Haumacher,Senior Engineer,40000,2001-10-13
11965,Arup,Morrey,Engineer,57709,1993-10-07
11972,Sibyl,Beausoleil,Senior Staff,52908,1994-04-25
11980,Yechezkel,Pews,Staff,58241,1998-02-18
11983,Jaana,Hedayat,Senior Engineer,40000,1994-10-11
11989,Erzsebet,Peltason,Technique Leader,40000,1989-01-07
11993,Marit,Dalphin,Senior Staff,56505,1996-10-22
11994,Sigeru,Fiebach,Senior Staff,49761,1999-11-11
12007,Marko,Dehkordi,Senior Engineer,40000,1996-05-17
12011,Zhilian,Coorg,Senior Staff,85833,1997-07-22
12015,Kensei,Guenter,Staff,42853,1999-11-16
12021,Chikara,Rahimi,Senior Engineer,40000,2000-09-29
12023,Chuanyi,Eppinger,Technique Leader,40000,1994-12-08
12024,Mayumi,Lanzelotte,Staff,65580,1997-11-03
12028,Ingemar,Walstra,Senior Engineer,51314,1997-09-02
12030,Shuky,Cromarty,Staff,40000,1996-06-24
12034,Aemilian,Piazza,Staff,40148,1995-11-22
12036,Mads,Ratzlaff,Senior Staff,67143,1995-09-05
12037,Arunas,Katzenelson,Senior Staff,47805,1992-09-30
12040,Bluma,Kermarrec,Senior Staff,64813,1998-09-28
12043,Masaki,Lubachevsky,Staff,49009,2000-01-05
12044,Rance,Hemaspaandra,Senior Engineer,40000,1990-04-19
12047,Jordanka,Ligten,Assistant Engineer,52051,1996-08-23
12050,Yuchang,Tchuente,Engineer,46704,1996-04-01
12053,Yechezkel,Pelc,Senior Engineer,48319,1989-11-12
12054,Odysseas,Braccini,Staff,67400,1999-08-06
12060,Toshimi,Antonakopoulos,Technique Leader,40000,1996-06-21
12062,Margareta,Worfolk,Senior Staff,44199,1996-01-04
12063,Lein,Bale,Senior Engineer,56022,2002-07-24
12069,Ayonca,Burnard,Senior Engineer,51928,1995-05-13
12070,Ger,Shokrollahi,Technique Leader,50233,1988-11-14
12076,Karlis,Siprelle,Senior Staff,75381,1985-03-25
12080,Panayotis,Feinberg,Senior Staff,47946,2001-05-17
12082,Xinan,Yamaashi,Senior Staff,72118,1992-01-29
12089,Bilhanan,Socorro,Senior Staff,46288,1994-10-22
12090,Shigenori,Angelopoulos,Engineer,46269,1999-10-03
12091,Lansing,Cunliffe,Senior Engineer,40000,1989-03-21
12092,Kauko,Unno,Senior Staff,40000,1998-08-08
12093,Evgueni,Oxenboll,Senior Engineer,40000,1999-01-19
12094,Weiru,Pearson,Senior Staff,44788,1989-04-27
12099,Nobuyoshi,Kuzuoka,Senior Staff,104610,1999-02-15
12102,Aron,Erde,Staff,90853,1994-02-17
12112,Satyanarayana,Avouris,Senior Staff,76538,1997-09-26
12114,Shiv,Rubsam,Staff,40000,1997-02-04
12122,Satoru,Krone,Senior Engineer,46398,1992-07-23
12123,Xiahua,Syrzycki,Senior Staff,64879,1994-07-18
12125,Shounak,Erman,Engineer,41215,1997-03-31
12138,Takahito,Brender,Engineer,40000,1996-02-23
12140,Xudong,Paciorek,Senior Staff,40000,1996-11-15
12149,Suebskul,Grandbois,Senior Staff,109934,1988-10-01
12159,Shem,Perly,Senior Engineer,61210,1985-07-17
12160,Aamer,Garrabrants,Senior Staff,60391,1989-09-19
12164,Muneo,Chachaty,Engineer,43366,1996-05-14
12165,Xiaobin,Maquelin,Senior Engineer,41951,1994-08-29
12168,Arnd,Salverda,Senior Staff,40000,1996-06-21
12172,Jianhua,Llado,Senior Staff,40000,1990-12-08
12174,Slavian,Plavsic,Senior Engineer,40000,1996-01-09
12183,Harngdar,Iisaku,Engineer,40000,1998-04-04
12186,Guther,Nooteboom,Senior Staff,70221,1998-01-24
12190,Abdulah,Engberts,Senior Engineer,40000,1997-12-13
12191,Rosella,Bazzichi,Engineer,45307,1998-11-22
12192,Feiyu,Klyachko,Senior Engineer,41625,1991-09-02
12205,Sushant,Rossi,Senior Engineer,40000,1987-11-11
12206,Barton,Janetzko,Senior Engineer,40000,2001-03-27
12210,Vugranam,Ashish,Senior Staff,40000,1997-11-08
12213,Kwangho,Brizzi,Senior Staff,79834,2000-10-31
12216,Aloke,Mansanne,Engineer,40000,1995-10-25
12218,Yaghout,Strooper,Senior Engineer,40000,2000-03-11
12219,Junsik,Gadepally,Senior Staff,57507,1995-06-13
12221,Vincent,Melter,Senior Engineer,56736,1991-09-16
12222,Abdelwaheb,Holburn,Senior Staff,55840,1996-08-14
12223,Niteen,Koyama,Senior Engineer,54459,1995-08-13
12230,Yuriy,Bellone,Engineer,53692,1997-04-13
12231,Nishit,Bharadwaj,Senior Engineer,40000,1990-05-19
12235,Honesty,Haumacher,Staff,100755,1997-07-10
12242,Satoru,Wolniewicz,Engineer,46911,2000-11-11
12247,Subbu,Penttonen,Technique Leader,59183,1985-04-09
12249,Eldridge,Sadowski,Senior Engineer,70099,1996-06-20
12250,Kerhong,Aloia,Senior Engineer,61573,1991-04-25
12256,Guadalupe,Reghbati,Senior Staff,40000,1992-08-26
12258,Kankanahalli,Eiter,Senior Engineer,40748,1999-06-22
12264,Mart,Pagter,Engineer,51816,1998-01-09
12269,Mohammed,Whitcomb,Senior Engineer,40000,2000-07-05
12270,Shakhar,Kornyak,Senior Staff,52840,1996-08-19
12272,Behnaam,Grandbois,Senior Staff,43811,1992-12-07
12273,Jaideep,Uehara,Senior Staff,90736,1998-02-14
12281,Hisao,Langford,Senior Engineer,45417,2000-09-22
12282,Tadahiro,Delgrange,Engineer,40000,1999-10-06
12291,Masamitsu,Koyama,Senior Staff,67506,1999-03-29
12298,Tetsurou,Rodham,Senior Engineer,62015,1994-03-31
12308,Mototsugu,Cronau,Senior Staff,58741,1991-08-11
12311,Susanne,Lubachevsky,Senior Engineer,40000,1985-10-22
12316,Hyuncheol,Duclos,Engineer,46261,1998-04-05
12317,Weiyi,Crabtree,Staff,40000,1996-08-11
12327,DAIDA,Bruckman,Senior Engineer,67449,1992-10-15
12328,Atilio,Prampolini,Staff,51299,1997-05-03
12338,Kagan,Besselaar,Staff,46270,1997-01-10
12339,Pranay,Czaja,Staff,40000,1996-07-18
12341,Rasiah,Luga,Senior Engineer,40000,1990-05-25
12343,Sorina,Slaats,Senior Staff,52134,1997-08-25
12355,Vidar,Hutton,Senior Engineer,70724,1995-11-08
12364,Neelam,Cummings,Assistant Engineer,42337,1998-11-02
12365,Kamakshi,Bisiani,Senior Engineer,40000,1994-09-12
12368,Gor,Dechter,Senior Staff,45415,2000-06-14
12373,Mooi,Driscoll,Senior Staff,75986,1993-11-11
12379,Kazuhisa,Serna,Technique Leader,43508,1996-06-02
12381,Amalendu,Klerer,Senior Staff,42211,1998-06-24
12388,Arumugam,Hebert,Senior Engineer,40000,1997-09-11
12394,Stevo,Reeken,Engineer,40000,1998-09-26
12395,Sanjit,Felder,Senior Staff,66909,1995-06-05
12399,Mihalis,Luga,Senior Staff,85582,1996-12-06
12411,Shao,Ibel,Senior Staff,97610,1991-08-17
12413,Hugh,Gadepally,Senior Engineer,53179,1999-03-04
12417,Dannz,Spelt,Senior Engineer,67342,1998-02-02
12421,Toshimi,Gulik,Senior Engineer,52691,1996-10-29
12422,Berhard,Demos,Senior Staff,71376,2001-06-07
12426,Shahaf,Valtorta,Technique Leader,40000,1999-05-17
12427,Zissis,Daescu,Senior Staff,40000,2000-09-09
12434,Xumin,Bernardinello,Engineer,40000,1994-09-11
12438,Yongmao,Mondadori,Senior Staff,109440,1999-12-20
12450,Sanjeeva,Perng,Senior Engineer,40000,1999-02-02
12452,Hiroyasu,Francisci,Engineer,40000,1997-09-28
12454,Kerryn,Farris,Staff,41347,1998-12-18
12464,Shai,Milicic,Staff,50448,1998-06-01
12466,Cullen,Nations,Senior Staff,65175,1994-02-19
12468,Ioana,Baezner,Staff,41627,1993-12-08
12475,Filipe,Roison,Senior Engineer,40000,1996-04-25
12480,Tetsushi,Schade,Staff,62415,1997-12-21
12487,Mona,Reghbati,Senior Staff,40000,1998-12-07
12488,Etsuo,Gerteisen,Senior Engineer,40000,1995-04-27
12489,Arnould,Munck,Senior Engineer,63306,1986-04-11
12490,Jackson,Muchinsky,Senior Engineer,40000,2000-05-08
12492,Kristinn,Hammerschmidt,Senior Engineer,59589,1992-11-16
12497,Stein,Penz,Senior Staff,81191,1997-09-25
12499,Izaskun,Lamba,Senior Staff,69706,1997-08-27
12501,Morrie,Matheson,Senior Staff,76082,1986-06-05
12502,Danil,VanScheik,Senior Engineer,40000,1989-06-06
12504,Adly,Rosaz,Engineer,40000,1997-08-14
12506,Gay,Rodite,Engineer,50229,1997-08-29
12509,Rutger,Krzyzanowski,Senior Staff,40000,1997-09-25
12514,Tomofumi,Melter,Engineer,54241,1999-11-13
12515,Pranav,Wilharm,Senior Engineer,50655,2000-01-27
12520,Goetz,Basart,Engineer,40000,1999-03-06
12522,Trygve,Zhang,Technique Leader,47733,1999-01-28
12523,Tonia,Casley,Senior Staff,94760,1990-01-22
12524,Tetsushi,Demeyer,Engineer,42824,1996-12-19
12528,Conor,Cincotta,Senior Staff,40000,1997-09-24
12534,Yongmao,Gerlach,Senior Engineer,66715,1985-08-14
12537,Avishai,Gonthier,Senior Staff,85107,2001-05-19
12540,Poornachandra,Bresenham,Senior Staff,40000,1998-11-28
12541,Shih,Nanard,Senior Staff,93105,1996-08-31
12542,Kazuhide,Bouloucos,Senior Staff,44176,1993-09-11
12551,Jeane,Tzvieli,Senior Engineer,40000,1993-12-03
12553,Aral,Vesna,Senior Staff,40000,1987-02-28
12555,Spyrose,DuCasse,Assistant Engineer,68051,1995-07-23
12557,Stafford,Kopetz,Senior Engineer,41840,1988-03-20
12558,Danco,Niizuma,Senior Engineer,40000,1989-08-12
12563,Honesty,Ducloy,Engineer,40000,1998-03-08
12564,Remco,Nitsche,Staff,76772,1998-11-03
12571,Abdelaziz,Candan,Engineer,53163,2002-04-23
12574,Mong,Gelosh,Engineer,66284,1999-01-08
12586,Oguz,Tasistro,Senior Engineer,50972,2001-04-30
12588,Yagil,Kenevan,Senior Engineer,49125,2002-02-08
12589,Anoosh,Chleq,Senior Engineer,59441,1997-09-08
12590,Gita,Rosenbaum,Senior Staff,72208,1993-02-25
12596,Breannda,Roisin,Senior Staff,40000,1996-09-29
12597,Kazuhito,Petereit,Senior Staff,63589,1999-12-13
12601,Ghassan,Simkin,Senior Engineer,41714,2002-07-09
12603,Utpal,Roison,Staff,43168,1997-06-10
12608,Nectarios,Mondadori,Senior Staff,40000,2000-02-22
12612,Chandrasekaran,Thimonier,Staff,92187,1999-05-29
12617,Shawna,Rusterholz,Senior Staff,55663,1996-03-02
12623,Raimond,Scharstein,Senior Staff,79700,2000-11-03
12626,Gill,Comyn,Senior Engineer,61375,2000-09-24
12630,Sreekrishna,Falco,Senior Staff,41052,1997-06-03
12635,Xinyu,Restivo,Senior Engineer,40000,2000-02-03
12636,Yuuichi,Debuse,Senior Staff,40000,1996-10-22
12638,Yuqun,Seiwald,Engineer,56677,1999-04-29
12639,Zeljko,Schapire,Senior Engineer,40000,2002-05-21
12642,Suebskul,Gips,Senior Staff,68271,2001-10-28
12644,Bernt,Jayawardene,Senior Engineer,40000,1994-10-29
12645,Kyoichi,Decaestecker,Staff,63135,1999-05-21
12651,Pragnesh,Bael,Senior Staff,75150,1988-01-27
12656,Seshu,Morton,Senior Staff,70030,2001-06-27
12662,Leucio,Alvarado,Engineer,69016,1994-08-27
12663,Nobuyoshi,Stellhorn,Technique Leader,49966,1986-09-29
12664,Zhonghua,Parveen,Staff,40000,1999-08-04
12666,Stamatina,Prenel,Engineer,40000,1998-04-19
12670,Seongbae,Alameldin,Engineer,45281,1999-09-10
12672,Mayumi,Varman,Senior Engineer,54041,1998-04-02
12680,Bader,Staudhammer,Staff,46321,1995-11-12
12687,Weicheng,Badache,Staff,78376,1998-04-12
12689,Luerbio,Boudaillier,Senior Engineer,59689,2001-11-23
12691,Oddvar,Gils,Senior Engineer,48493,1998-08-25
12697,Uri,Brizzi,Senior Staff,40000,1994-07-11
12707,Gregory,Zastre,Staff,53664,1998-06-24
12709,Ronghao,Botman,Senior Engineer,45510,2001-02-25
12715,Honglan,Showalter,Staff,40000,1996-07-05
12717,Tzu,Jiafu,Staff,53194,1999-10-20
12722,Elliott,Cheshire,Senior Staff,62325,1985-03-29
12725,Inderjeet,Flexer,Senior Staff,40000,1999-05-28
12726,Fumitake,Panwar,Senior Engineer,61177,1994-05-19
12729,Nahla,Rahier,Senior Engineer,51796,1997-10-15
12731,Yongmao,Waymire,Senior Staff,40000,1988-04-05
12732,Mara,Takanami,Senior Staff,74436,1988-04-06
12734,Gil,Frijda,Senior Engineer,40000,1986-03-03
12746,Heekeun,Lunn,Senior Engineer,63044,1999-07-08
12747,Salvador,Atrawala,Technique Leader,40000,1994-05-23
12748,Berry,Kakkar,Engineer,40000,1998-12-13
12753,Kazuhito,Syrotiuk,Senior Engineer,47071,1999-08-26
12754,Ronnie,Tetzlaff,Senior Engineer,56137,1998-09-17
12755,Rildo,Rodite,Senior Staff,40196,1994-03-18
12761,Hitofumi,Schaad,Senior Staff,62465,2002-05-06
12769,Abdelwaheb,Gluchowski,Engineer,40000,1994-09-02
12770,Maik,Benzaken,Senior Staff,55103,1990-11-16
12773,Jenwei,Lovengreen,Senior Engineer,65556,1994-03-05
12774,Moon,Asrin,Engineer,40000,1997-08-02
12777,Sreenivas,Cichocki,Senior Staff,50672,1999-08-20
12785,Bouchung,Armand,Senior Engineer,68680,1996-12-29
12786,Weiyi,Schusler,Engineer,51030,1999-12-08
12789,Sanjai,Felcyn,Engineer,41358,1996-09-24
12790,Gunilla,Perl,Senior Staff,87760,2000-08-07
12795,Masoud,Fordan,Senior Staff,56969,1997-06-23
12796,Saniya,Stanfel,Senior Engineer,40000,2001-05-24
12798,Lillian,Beeson,Senior Staff,81145,1996-12-26
12799,Tiina,Businaro,Senior Staff,42816,1993-12-25
12803,Gad,Boissier,Senior Staff,91789,1990-03-16
12807,Gretta,Babb,Senior Engineer,48331,1996-08-06
12810,Kristof,Staelin,Technique Leader,46737,1996-07-06
12815,Sushant,Junot,Senior Staff,65073,1993-02-27
12819,Mountaz,Gubsky,Senior Engineer,48455,1996-09-09
12821,Arco,Gihr,Engineer,46727,1997-05-04
12828,Oksana,Camurati,Staff,85769,1999-06-07
12829,Harngdar,Harbusch,Senior Engineer,51521,2000-07-05
12840,Zhensheng,Ferretti,Engineer,40000,1994-09-10
12843,Yinlin,Heijenga,Senior Engineer,40000,1998-10-23
12848,Kazuhide,Smeets,Engineer,40000,1997-05-11
12851,Kwangyoen,Ramsay,Staff,64013,1998-08-25
12855,Mabhin,Murrill,Senior Staff,40000,1997-08-12
12857,Alagu,Gils,Senior Engineer,52646,1995-07-05
12863,Leif,Matheson,Senior Engineer,62803,1990-09-06
12865,Katsuyuki,Rothe,Senior Staff,64679,1994-02-14
12868,Berthier,Nanard,Senior Engineer,40000,1990-01-07
12869,Jacopo,Swiler,Staff,61803,1999-01-02
12872,Marl,Schmittgen,Senior Staff,56040,1993-09-09
12879,Baruch,Eugenio,Senior Engineer,40000,1995-06-11
12881,Huai,Yurek,Staff,66390,1999-08-25
12885,Anwar,Collavizza,Senior Engineer,40000,1990-09-11
12887,Hilari,DuBourdieux,Senior Engineer,40000,2001-09-19
12889,Mayumi,Mukaidono,Engineer,58901,1999-04-28
12890,Neven,Casley,Senior Staff,66803,1985-10-31
12893,Licheng,Crouzet,Senior Staff,50803,1995-03-18
12895,Roddy,Serot,Senior Engineer,40000,1993-08-15
12899,Chinho,Sethi,Senior Staff,40000,1998-01-13
12905,Munehiro,Gecsei,Senior Engineer,58659,1993-07-18
12910,Uno,Casley,Staff,69301,1998-03-16
12915,Arco,Ligten,Senior Staff,55723,2000-03-31
12923,Chaosheng,Journel,Senior Engineer,40000,1997-01-02
12926,Heekeun,Luby,Senior Staff,68314,1992-12-24
12934,Adil,Solares,Senior Engineer,47274,1996-10-15
12936,Reinhold,Farrow,Technique Leader,64450,1994-11-10
12940,Odinaldo,Farrar,Senior Engineer,49760,1992-12-11
12941,Tommaso,Perelgut,Senior Engineer,67069,1995-11-06
12944,Alselm,Benzmuller,Senior Staff,40000,2001-06-24
12949,Geoff,Asrin,Senior Engineer,40000,1992-02-12
12960,Tayeb,Navazio,Engineer,40000,1994-08-19
12962,Paraskevi,Beerel,Senior Staff,73680,2001-10-21
12969,Mohan,Angot,Senior Staff,59876,1999-02-05
12977,Byong,Markovitch,Senior Engineer,61326,1992-08-23
12982,Sachem,Aamodt,Senior Engineer,40000,2000-01-11
12983,Elliott,Hambrick,Staff,57252,1999-06-28
12986,Khun,Hennebert,Senior Engineer,50021,1990-09-20
12987,Youngkon,Kading,Senior Engineer,56823,2001-05-03
13000,Adhemar,Chiodo,Engineer,40000,1997-07-05
13002,Henk,Muhlberg,Senior Engineer,40935,1994-05-03
13004,Fan,Beznosov,Senior Engineer,40000,1996-05-17
13008,Jayesh,Zaumen,Engineer,40000,2000-01-07
13011,Aamer,Glowinski,Technique Leader,51216,1995-05-18
13013,Heekeun,Baak,Engineer,40000,2000-01-22
13027,Paraskevi,Kohling,Technique Leader,65940,1992-01-23
13030,Yahiko,Kroll,Senior Staff,51770,1999-11-25
13034,Arunas,Rosen,Senior Staff,77736,1992-06-23
13046,Vivian,Stafford,Senior Staff,40000,1987-04-19
13047,Atilio,Chelton,Senior Engineer,52323,1997-02-25
13048,Kerhong,Massonet,Senior Engineer,40000,1996-11-14
13052,Aleksandar,Schlenzig,Senior Engineer,42693,1996-07-26
13054,Samphel,Masamoto,Senior Engineer,40000,2001-12-21
13065,Zine,Schiper,Senior Staff,58147,2001-01-26
13067,Wayne,Kornyak,Senior Engineer,40000,1994-11-24
13075,Rosella,Morrin,Senior Staff,40000,1991-08-17
13076,Deniz,Skafidas,Engineer,50582,1995-01-28
13084,Domenico,Pagter,Senior Staff,64106,2002-03-02
13086,Dzung,Domenig,Senior Staff,40000,2000-01-27
13093,Sajjan,Unno,Staff,75658,1999-09-18
13096,Ibibia,Armand,Senior Engineer,52544,2001-04-22
13103,Srinidhi,Ellozy,Senior Engineer,40000,1988-06-19
13108,Rance,Matteis,Senior Staff,40000,1989-12-14
13110,Maria,Kamble,Senior Engineer,57941,1989-07-16
13124,Quingbo,Garnick,Senior Staff,73785,1985-03-17
13126,Parviz,Hennebert,Senior Engineer,40000,2002-03-08
13133,Guther,Senzako,Senior Staff,67777,1991-09-03
13134,Lorien,Chepyzhov,Senior Engineer,51227,1993-10-22
13140,Shuji,Vidal,Staff,40000,1999-05-30
13143,Qingxiang,Ventosa,Technique Leader,40000,1990-02-25
13144,Persi,Nollmann,Senior Staff,52825,1997-06-19
13146,Haldon,Erie,Senior Staff,61398,1985-05-25
13147,Shichao,Ginesta,Senior Staff,77429,1998-06-29
13150,Mahmut,Stavenow,Technique Leader,40000,1991-06-15
13156,Akeel,Millington,Senior Engineer,48285,2000-08-18
13159,Jingling,Ranst,Staff,54536,1999-08-12
13161,Manu,Picci,Senior Engineer,49733,1996-01-02
13165,Lucian,Benner,Senior Engineer,42796,1995-03-17
13168,Munir,Stentiford,Senior Engineer,49210,1992-09-10
13170,Cheong,Bernardeschi,Senior Staff,49012,1998-01-09
13171,Anoosh,Birnbaum,Senior Engineer,40000,1995-08-31
13173,Arve,Horswill,Senior Staff,46354,1996-09-23
13175,Yucai,Swick,Senior Engineer,65572,1998-01-20
13179,Moty,Janocha,Staff,90233,1999-02-19
13182,Kokou,Rodite,Engineer,46832,1999-03-03
13186,Kyoichi,Barbanera,Senior Staff,93138,1995-04-29
13189,Yuuichi,Bazzichi,Staff,40000,1999-10-16
13192,Rosita,Flowers,Technique Leader,43986,1993-02-01
13200,Weidon,Pauthner,Senior Engineer,50821,1998-08-07
13202,Aram,Scharstein,Senior Staff,51915,1992-03-28
13203,Phule,Emmart,Senior Staff,40000,1995-01-12
13204,Mircea,Pellegrinelli,Assistant Engineer,45177,1996-12-16
13206,Tetsurou,Rullman,Staff,44383,1999-09-06
13210,Jianhua,Klassen,Senior Staff,83961,2002-07-27
13213,Hein,Billawala,Senior Staff,61131,1993-08-30
13216,Stabislas,Weedman,Staff,40000,1999-05-23
13227,Goncalo,Pell,Staff,88669,1997-02-03
13232,Mitchel,Fujisaki,Technique Leader,40000,1986-06-02
13233,Alselm,Chvatal,Senior Engineer,49414,1995-03-31
13235,Taizo,Remmers,Engineer,57427,1998-04-23
13238,Ebru,Foote,Senior Staff,40000,1998-10-10
13240,King,Pileggi,Senior Engineer,49018,2001-03-10
13246,Adil,Siepmann,Staff,83156,1999-12-31
13250,Zeydy,Schusler,Senior Engineer,47829,1998-10-27
13252,Morris,Kavvadias,Staff,55454,1997-04-04
13260,JoAnna,McDermid,Technique Leader,40000,1997-02-08
13263,Subhash,Zockler,Senior Staff,61281,1998-06-17
13272,Arun,Jiang,Senior Staff,40000,1985-03-10
13276,Yechiam,Seuren,Senior Staff,65836,1991-03-09
13282,Cordelia,Macedo,Senior Staff,45990,1995-04-16
13288,Muneo,Broomell,Senior Staff,40000,1995-04-14
13290,Stamatina,Karner,Staff,40000,1995-12-24
13291,Georg,Stamatiou,Senior Engineer,54720,1993-10-30
13294,Haldun,Stroustrup,Staff,57991,1997-12-20
13302,Mack,Alencar,Senior Engineer,40000,1997-09-26
13303,Koldo,Rissanen,Staff,63524,1997-03-01
13309,Toshimori,Lipner,Senior Engineer,40000,1997-12-25
13312,Filipp,Schurmann,Engineer,53718,1998-05-01
13315,Sakthirel,Stroustrup,Senior Engineer,40000,1999-06-02
13320,Gino,Bahr,Senior Engineer,47422,2002-04-10
13332,Nidapan,Pearson,Senior Engineer,40000,1997-09-23
13333,Yoshinari,Hennebert,Engineer,50997,1996-03-23
13341,Bodh,Doering,Senior Staff,40000,1992-03-10
13342,Georgy,Doering,Engineer,59327,1999-03-12
13343,Heon,Usery,Senior Staff,40000,1995-07-30
13346,Francoise,Zastre,Senior Engineer,40000,2001-09-29
13347,Lein,Sifakis,Senior Engineer,79839,2000-05-24
13349,Zeydy,Danner,Senior Staff,66066,1993-10-02
13357,Mabry,Llado,Engineer,40000,1999-01-24
13361,Wilmer,Baek,Staff,40000,1996-05-03
13368,Kiyokazu,Klassen,Staff,52872,1997-09-30
13371,Nakhoon,Riexinger,Senior Engineer,40000,1991-12-13
13373,Juichirou,Naumovich,Senior Staff,82749,2000-08-23
13374,Atreye,Kalefeld,Senior Engineer,40000,1997-08-13
13378,Rafols,Zhiwei,Technique Leader,64833,1998-07-17
13379,Kinh,Engelmann,Senior Staff,52620,2001-09-07
13385,Claudi,Buchter,Senior Staff,40000,1986-06-10
13386,Khosrow,Sgarro,Technique Leader,91420,1986-02-23
13388,Shuji,Cesareni,Technique Leader,52597,1994-06-05
13389,Divine,Cmelik,Senior Staff,40000,1988-03-23
13390,Nathan,Hutton,Engineer,40000,1999-01-10
13392,Fumitake,Beidas,Senior Staff,69221,1993-08-26
13394,Anneke,Lorys,Senior Staff,44631,2001-03-05
13396,Chuanyi,Aumann,Senior Staff,40000,1994-03-29
13402,Augustine,Dulli,Engineer,40000,1999-09-12
13405,Randy,Baba,Senior Staff,60799,1990-05-10
13407,Gio,Chenoweth,Senior Engineer,60348,2001-10-03
13408,Sreekrishna,Lagarias,Senior Engineer,52479,2000-07-24
13412,Ranga,Erdmenger,Staff,56217,1996-03-21
13415,Nathalie,Speer,Technique Leader,61838,1991-04-25
13416,Fox,Billawala,Senior Engineer,40000,2001-04-11
13417,Dipayan,Condotta,Senior Staff,53074,1995-11-05
13422,Vishwani,Gerlach,Senior Engineer,59466,1995-01-17
13427,Sreekrishna,Narwekar,Staff,50468,1996-01-26
13439,Domenick,Ullian,Engineer,49283,2000-03-25
13442,Giordano,Miake,Senior Staff,40000,1994-06-16
13443,Mayuko,Puppo,Senior Engineer,40000,1996-12-25
13445,Renee,Dehkordi,Engineer,53194,1996-11-29
13451,Gretta,Weiland,Senior Staff,40000,1995-08-23
13453,Sugwoo,Lalonde,Senior Engineer,52593,1995-01-09
13456,Uzi,Erol,Senior Engineer,40000,1999-06-13
13457,Shooichi,Parfitt,Senior Engineer,40812,1991-01-18
13458,Feipei,Nivat,Senior Engineer,41375,1995-03-02
13460,Yinghua,Gips,Senior Engineer,40000,1998-05-09
13463,Theron,Berstel,Senior Engineer,40000,1993-01-25
13465,Sasan,Rehfuss,Engineer,49821,1999-03-12
13467,Zhigen,Katzenelson,Senior Engineer,56977,1991-07-26
13472,Dzung,Larfeldt,Engineer,40000,1997-08-28
13475,Kamakshi,Piancastelli,Senior Staff,55431,2000-05-27
13493,Uinam,Jullig,Senior Engineer,40000,1992-09-06
13500,Irene,Erol,Senior Engineer,57581,1991-11-07
13504,Parto,Mandell,Engineer,41895,1994-12-21
13505,Chandrasekaran,Hambrick,Staff,46130,1995-03-26
